timestamp,entry_minute,time_left_min,regime,signal,model_up,model_down,mkt_up,mkt_down,edge_up,edge_down,recommendation
2026-04-10T03:12:41.992Z,12.671,2.303,TREND_DOWN,SEM OPERACAO,0.4692991111111111,0.5307008888888889,0.16,0.83,0.30768294949494945,-0.30768294949494945,SEM_OPERACAO
2026-04-10T03:12:43.213Z,12.717,2.280,TREND_DOWN,SEM OPERACAO,0.4696017777777778,0.5303982222222222,0.16,0.83,0.3079856161616161,-0.3079856161616161,SEM_OPERACAO
